source_path,target_path,source_manifest_record,disposition,batch,sub_batch,source_root,retained_sibling_exists,incoming_reference_count,canonical_reference,code_reference,link_break_risk,safe_to_move,reason
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,1,0,0,LOW,TRUE,provenance-preserving move; no blocking incoming reference; 1 incoming ref(s) from archivable/deferred docs move-together/deferred
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,docs/archive/architecture/STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,ARCHIVE_CANDIDATE,C,C,docs/architecture,TRUE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/audits/2026-09-03-storefront-unified-architecture-gap-audit.md,docs/archive/audits/2026-09-03-storefront-unified-architecture-gap-audit.md,docs/audits/2026-09-03-storefront-unified-architecture-gap-audit.md,ARCHIVE_CANDIDATE,B,B,docs/audits,TRUE,2,0,0,LOW,TRUE,provenance-preserving move; no blocking incoming reference; 2 incoming ref(s) from archivable/deferred docs move-together/deferred
docs/docs/product/Final Result At Last/Rastisi_Product_and_Technical_Blueprint_Volume_1.md,docs/archive/docs/product/Final Result At Last/Rastisi_Product_and_Technical_Blueprint_Volume_1.md,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X22.txt,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X22.txt,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X23.txt,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X23.txt,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X24.txt,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X24.txt,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X25.txt,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/README-X25.txt,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/appearance-settings.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/appearance-settings.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/app.js,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/app.js,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/product-rich-content.js,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/product-rich-content.js,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/store-config.js,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/store-config.js,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/storefront.css,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/storefront.css,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/storefront.js,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/storefront.js,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/styles.css,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/styles.css,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/x25-catalog.js,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/x25-catalog.js,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/assets/x25-product-variants.js,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/assets/x25-product-variants.js,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/brands.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/brands.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/business-info.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/business-info.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/cashback-settings.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/cashback-settings.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/categories.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/categories.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/coupons.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/coupons.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/customer-report.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/customer-report.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/customers.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/customers.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/draft-orders.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/draft-orders.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/general-configs.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/general-configs.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/guide.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/guide.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/home-page-content.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/home-page-content.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/import-products.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/import-products.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/index.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/index.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/industry-setup.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/industry-setup.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/instagram.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/instagram.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/invite-friends.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/invite-friends.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/invoices.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/invoices.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/login.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/login.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/logs.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/logs.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/marketing.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/marketing.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/order-new.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/order-new.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/order-report.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/order-report.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/order-settings.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/order-settings.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/orders.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/orders.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/page-comments.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/page-comments.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/pages.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/pages.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/payment-settings.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/payment-settings.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/payments.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/payments.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/product-comments.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/product-comments.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/product-create.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/product-create.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/product-edit.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/product-edit.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/product-report.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/product-report.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/products.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/products.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/shipping-settings.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/shipping-settings.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/sms-custom.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/sms-custom.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/sms-gateway-settings.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/sms-gateway-settings.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/sms-list.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/sms-list.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/sms-report.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/sms-report.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/store-editor.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/store-editor.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
docs/docs/product/Final Result At Last/novinshop-video-rich-products/storefront-brands.html,docs/archive/docs/product/Final Result At Last/novinshop-video-rich-products/storefront-brands.html,docs/docs/product/Final Result At Last/** (novinshop+rastisi-site html/js/css),ARCHIVE_CANDIDATE,D,D2,docs/docs/product/Final Result At Last,FALSE,0,0,0,NONE,TRUE,provenance-preserving move; no blocking incoming reference
