path,type,domain,added_date,last_commit_date,lines,status_candidate,runtime_relevance,notes
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_2_REPORT.md,phase_report,storefront_presentation,2026-08-11,2026-08-12,144,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_3_AUDIT.md,audit,storefront_presentation,2026-08-12,2026-08-12,71,QA_EVIDENCE,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_3_REPORT.md,phase_report,storefront_presentation,2026-08-12,2026-08-12,158,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_4_AUDIT.md,audit,storefront_presentation,2026-08-12,2026-08-12,75,QA_EVIDENCE,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_4_REPORT.md,phase_report,storefront_presentation,2026-08-12,2026-08-12,354,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_5_AUDIT.md,audit,storefront_presentation,2026-08-12,2026-08-12,403,QA_EVIDENCE,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_5_REPORT.md,phase_report,storefront_presentation,2026-08-12,2026-08-12,269,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_AUDIT.md,audit,storefront_presentation,2026-08-12,2026-08-12,367,QA_EVIDENCE,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_6_REPORT.md,phase_report,storefront_presentation,2026-08-12,2026-08-12,291,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_7_AUDIT.md,audit,storefront_presentation,2026-08-12,2026-08-12,189,QA_EVIDENCE,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_7_REPORT.md,phase_report,storefront_presentation,2026-08-12,2026-08-12,266,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_DESIGN_FREEDOM_PROOF.md,architecture_doc,storefront_presentation,2026-08-13,2026-08-13,167,SUPPORTING,medium,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_FIDELITY_AUDIT.md,audit,storefront_presentation,2026-08-12,2026-08-12,209,QA_EVIDENCE,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_GAP_MATRIX.md,architecture_map,storefront_presentation,2026-08-12,2026-08-12,86,SUPPORTING,medium,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_IMPLEMENTATION_PLAN.md,plan,storefront_presentation,2026-08-12,2026-08-12,51,PLAN_ONLY,reference,
docs/architecture/STOREFRONT_BUILDER_V2_PHASE_8_REPORT.md,phase_report,storefront_presentation,2026-08-13,2026-08-13,342,HISTORICAL,reference,
docs/architecture/STOREFRONT_BUILDER_V2_REUSE_MATRIX.md,architecture_map,storefront_presentation,2026-08-11,2026-08-11,63,SUPPORTING,medium,
docs/architecture/STOREFRONT_BUILDER_V2_ROUTE_RENDERER_MAP.md,architecture_map,storefront_presentation,2026-08-11,2026-08-11,42,SUPPORTING,medium,
docs/architecture/UNIVERSAL_STOREFRONT_BUILDER_V2_SPEC.md,architecture_spec,storefront_presentation,2026-08-11,2026-08-11,2083,DESIGN_INTENT,medium,
docs/architecture/UNIVERSAL_STOREFRONT_PHASE1_ARCHITECTURE.md,architecture_doc,storefront_presentation,2026-08-14,2026-08-14,437,SUPPORTING,medium,
docs/architecture/UNIVERSAL_STOREFRONT_PHASE2_RENDERER.md,architecture_doc,storefront_presentation,2026-08-14,2026-08-14,307,SUPPORTING,medium,
docs/architecture/UNIVERSAL_STOREFRONT_U1A_TEMPLATE_REGISTRY_DECISION.md,architecture_doc,storefront_presentation,2026-08-22,2026-08-22,140,SUPPORTING,medium,
docs/audits/2026-09-03-storefront-unified-architecture-gap-audit.md,audit,storefront_presentation,2026-09-03,2026-09-03,381,QA_EVIDENCE,reference,
docs/audits/universal_storefront_engine_u3_u11_execution.md,audit,storefront_presentation,2026-08-24,2026-08-25,2696,QA_EVIDENCE,reference,
docs/docs/product/00_PROJECT_MASTER_REFERENCE.md,master_reference,platform_wide,2026-07-28,2026-08-07,2189,CURRENT_CANDIDATE,high,
docs/docs/product/architecture/PAYMENT_ARCHITECTURE.md,architecture_spec,orders_payments,2026-07-28,2026-07-28,229,CURRENT_CANDIDATE,high,
docs/docs/product/architecture/SAAS_ARCHITECTURE.md,architecture_spec,saas_billing_subscriptions,2026-07-28,2026-07-28,720,CURRENT_CANDIDATE,high,
docs/docs/product/architecture/SAAS_DOMAIN_DECISIONS.md,architecture_spec,saas_billing_subscriptions,2026-07-28,2026-07-31,4508,CURRENT_CANDIDATE,high,
docs/docs/product/architecture/SAAS_MIGRATION_PLAN.md,architecture_spec,saas_billing_subscriptions,2026-07-28,2026-07-28,449,CURRENT_CANDIDATE,high,
docs/docs/product/deployment/PRODUCTION_CONFIGURATION.md,operations,cross_cutting,2026-07-28,2026-08-19,394,SUPPORTING,medium,
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X22.txt,reference_prototype,cross_cutting,2026-07-28,2026-07-28,13,EVIDENCE_ONLY,reference,
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X23.txt,reference_prototype,cross_cutting,2026-07-28,2026-07-28,7,EVIDENCE_ONLY,reference,
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X24.txt,reference_prototype,cross_cutting,2026-07-28,2026-07-28,11,EVIDENCE_ONLY,reference,
docs/docs/product/Final Result At Last/novinshop-video-rich-products/README-X25.txt,reference_prototype,cross_cutting,2026-07-28,2026-07-28,10,EVIDENCE_ONLY,reference,
docs/docs/product/Final Result At Last/Rastisi_Product_and_Technical_Blueprint_Volume_1.md,reference_prototype,cross_cutting,2026-07-28,2026-07-28,1288,EVIDENCE_ONLY,reference,
docs/docs/product/reports/ADMIN_PANEL_COMPLETION_REPORT.md,implementation_report,dashboard_merchant_admin,2026-07-29,2026-07-30,2154,HISTORICAL,reference,
docs/docs/product/reports/PHASE_1B_ADMIN_FOUNDATION_REPORT.md,implementation_report,dashboard_merchant_admin,2026-07-28,2026-07-28,342,HISTORICAL,reference,
docs/docs/product/reports/PHASE_1C_PRODUCT_MANAGEMENT_REPORT.md,implementation_report,cross_cutting,2026-07-28,2026-07-28,441,HISTORICAL,reference,
docs/docs/product/reports/PHASE_1D_ATTRIBUTE_VARIANT_ENGINE_REPORT.md,implementation_report,cross_cutting,2026-07-29,2026-07-29,656,HISTORICAL,reference,
docs/docs/product/reports/PHASE_1E_INDUSTRY_ATTRIBUTE_TEMPLATES_REPORT.md,implementation_report,storefront_presentation,2026-07-29,2026-07-29,571,HISTORICAL,reference,
docs/docs/product/reports/PHASE_1F_TEMPLATE_QUALITY_UPDATES_REPORT.md,implementation_report,storefront_presentation,2026-07-29,2026-07-29,697,HISTORICAL,reference,
docs/docs/product/reports/PHASE_1_MERCHANT_ADMIN_IMPLEMENTATION_REPORT.md,implementation_report,dashboard_merchant_admin,2026-07-28,2026-07-28,229,HISTORICAL,reference,
docs/docs/product/reports/PROTOTYPE_IMPLEMENTATION_GAP_AUDIT.md,implementation_report,cross_cutting,2026-07-30,2026-07-30,519,HISTORICAL,reference,
docs/docs/product/reports/PROTOTYPE_SCREEN_COVERAGE_MATRIX.md,implementation_report,cross_cutting,2026-07-30,2026-07-30,137,HISTORICAL,reference,
docs/docs/product/reports/STOREFRONT_AUDIT_REPORT.md,implementation_report,storefront_presentation,2026-07-30,2026-07-30,116,HISTORICAL,reference,
docs/docs/product/reports/STOREFRONT_MANUAL_QA_CHECKLIST.md,implementation_report,storefront_presentation,2026-07-30,2026-07-30,320,HISTORICAL,reference,
docs/docs/product/reports/STOREFRONT_SCREEN_INVENTORY.md,implementation_report,storefront_presentation,2026-07-30,2026-07-30,56,HISTORICAL,reference,
docs/docs/product/spec/01-PROJECT-SPEC.md,spec,platform_wide,2026-07-28,2026-07-28,249,DESIGN_INTENT,medium,
docs/docs/product/spec/02-BUILD-INSTRUCTIONS.md,spec,platform_wide,2026-07-28,2026-07-28,289,DESIGN_INTENT,medium,
docs/docs/README.md,readme,cross_cutting,2026-07-28,2026-07-28,0,SUPPORTING,medium,
docs/project_status/2026-09-20-rastisi-phase5-project-status.md,status_report,platform_wide,2026-09-20,2026-09-20,830,HISTORICAL,reference,
docs/prototypes/README.md,prototype,cross_cutting,2026-07-28,2026-07-28,0,EVIDENCE_ONLY,reference,
docs/qa_evidence/phase5_uiux_agent_foundation/fresh_session_runtime_acceptance.md,qa_evidence,cross_cutting,2026-09-11,2026-09-11,318,QA_EVIDENCE,reference,
docs/qa_evidence/phase5_uiux_agent_foundation/frontend_design_cloud_load_diagnostic.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,327,QA_EVIDENCE,reference,
docs/qa_evidence/phase5_uiux_agent_foundation/read_only_design_review_smoke_test.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,141,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/baseline.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,43,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/final_gate.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,177,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/recipe_fidelity.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,128,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/task1_red_characterization.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,202,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/task2_authority_service.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,178,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/task3_legacy_writer_delegation.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,109,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/task4_r4_writer_delegation.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,116,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/task5_ready_template_authority.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,147,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase1/task6_explicit_local_variant.md,qa_evidence,storefront_presentation,2026-09-05,2026-09-05,140,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/baseline.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,75,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/final_gate.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,295,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/lifecycle_media_inventory.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,154,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task1_red_characterization.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,136,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task2_published_archived_protection.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,141,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task3_revision_convergence.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,172,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task4_publish_history_recovery.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,205,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task5_lock_template_lifecycle.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,128,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task6_media_reachability.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,208,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase2/task7_cross_entry_convergence.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,162,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/2026-09-06-141946-review.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,103,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/2026-09-06-144255-review.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,84,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/2026-09-06-180333-review.md,qa_evidence,storefront_presentation,2026-09-07,2026-09-07,97,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/baseline.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,114,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/execution_ledger.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-07,275,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/final_gate.md,qa_evidence,storefront_presentation,2026-09-07,2026-09-07,265,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task1_red_characterization.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,38,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task2_brand_contract.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,47,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task3_brand_gate.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,55,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task4_collection_contract.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,36,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task5_collection_gate.md,qa_evidence,storefront_presentation,2026-09-07,2026-09-07,49,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task6_shared_contract.md,qa_evidence,storefront_presentation,2026-09-07,2026-09-07,78,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/task7_browser_matrix.md,qa_evidence,storefront_presentation,2026-09-07,2026-09-07,308,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase3/vertical_slice_inventory.md,qa_evidence,storefront_presentation,2026-09-06,2026-09-06,227,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/baseline.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-08,91,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/browser_final/RECOVERY.txt,qa_evidence,storefront_presentation,2026-09-10,2026-09-11,3,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/execution_ledger.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-11,972,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/family_certification_matrix.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-11,164,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/final_gate.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,212,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/legacy_disposition.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-11,80,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/phase4_architecture_audit.md,qa_evidence,storefront_presentation,2026-09-07,2026-09-07,598,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/pre_task10_r4_cutover.md,qa_evidence,storefront_presentation,2026-09-10,2026-09-11,319,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task10_blocker_task8_reset_fix.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,204,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task1_authority.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-08,133,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task2_resource_source.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-08,159,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task3c_page_appearance.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-08,130,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task3_non_home_page_appearance.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-08,111,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task4_qa_harness.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-08,215,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task5_cross_page_css.md,qa_evidence,storefront_presentation,2026-09-08,2026-09-09,1989,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task6_family_convergence.md,qa_evidence,storefront_presentation,2026-09-09,2026-09-10,550,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task7_r4_composition_media_parity.md,qa_evidence,storefront_presentation,2026-09-10,2026-09-10,331,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task8_template_switch_lifecycle.md,qa_evidence,storefront_presentation,2026-09-10,2026-09-10,181,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_appearance_convergence/phase4/task9_legacy_retirement.md,qa_evidence,storefront_presentation,2026-09-10,2026-09-10,220,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_builder/r4/PHASE1_ARCHITECTURE_GATE.md,qa_evidence,storefront_presentation,2026-09-01,2026-09-01,225,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/a8_component_coverage.md,qa_evidence,storefront_presentation,2026-09-03,2026-09-03,86,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/a8_component_inventory.md,qa_evidence,storefront_presentation,2026-09-02,2026-09-02,244,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/a8_diversity_matrix.md,qa_evidence,storefront_presentation,2026-09-03,2026-09-03,58,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/a8_template_mapping.md,qa_evidence,storefront_presentation,2026-09-02,2026-09-02,70,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/67_family_production_map.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,129,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/demo_store_inventory.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,99,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/kickoff_capability_map.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,239,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/phase5_convergence_audit.md,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,332,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task1_candidate_preview_primitive.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,205,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task2_live_demo_template_gallery.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,306,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task2_live_preview_browser_qa.md,qa_evidence,storefront_presentation,2026-09-11,2026-09-11,125,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task3_merchant_data_template_preview.md,qa_evidence,storefront_presentation,2026-09-13,2026-09-13,73,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task4_browser_qa/RECOVERY.txt,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,3,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task4_contextual_editor_repairs.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,353,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task5_implementation_report.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,531,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task6_discovery_report.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,268,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task6_showcase_implementation_report.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,173,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task7_discovery_report.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,454,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task7_implementation_report.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-14,227,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/task8_implementation_report.md,qa_evidence,storefront_presentation,2026-09-14,2026-09-15,348,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/architecture_duplication_audit.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,15,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/diff_check.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,1,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/django_check.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,1,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/green_focused.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,9,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/green_pricing.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,9,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/migration_check.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,1,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_near_threshold.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,25,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_nonpositive_threshold.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,33,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_pricing.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,108,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/regression_preexisting_note.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,13,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/regression.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,57,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/w1_implementation_report.md,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,95,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/00_source_inventory.md,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,111,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/01_red_summary.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,110,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/02_green_focused.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,13,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/03_targeted_regression.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,8,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/04_full_storefront_builder_suite.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,10,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/05_preexisting_failures_repro.md,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,50,QA_EVIDENCE,reference,
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/06_repo_gates.txt,qa_evidence,storefront_presentation,2026-09-15,2026-09-15,22,QA_EVIDENCE,reference,
